ID;Filename;CDLI_Number;IRI;;Time_period;Language;Genre;side;bbox;column;line;charindex;charname;transliteration
HS_2271_03;sza_2_1_3_4_HS_2271_03_front.jpg;P235935;http://cdli.ucla.edu/P235935_front_char_3_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1120148:584505/588,268,81,80/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;front;[588, 669, 268, 348];-1;3;4;SZA;sza
HS_2271_03;sza3_4_1_6_1_HS_2271_03_front.jpg;P235935;http://cdli.ucla.edu/P235935_front_char_6_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1120148:584505/24,549,107,83/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;front;[24, 131, 549, 632];-1;6;1;SZA3_(SZAG4);sza3
HS_2271_03;kux(DU)_7_1_6_3_HS_2271_03_front.jpg;P235935;http://cdli.ucla.edu/P235935_front_char_6_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1120148:584505/245,549,131,82/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;front;[245, 376, 549, 631];-1;6;3;other;kux(DU)
HS_2271_03;ab2_2_1_6_4_HS_2271_03_front.jpg;P235935;http://cdli.ucla.edu/P235935_front_char_6_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1120148:584505/367,538,119,93/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;front;[367, 486, 538, 631];-1;6;4;B;ab2
HS_2271_03;ru_1_1_6_5_HS_2271_03_front.jpg;P235935;http://cdli.ucla.edu/P235935_front_char_6_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1120148:584505/483,536,70,88/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;front;[483, 553, 536, 624];-1;6;5;RU;ru
HS_2271_03;um_7_1_6_6_HS_2271_03_front.jpg;P235935;http://cdli.ucla.edu/P235935_front_char_6_6;https://heidicon.ub.uni-heidelberg.de/iiif/2/1120148:584505/553,536,68,94/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;front;[553, 621, 536, 630];-1;6;6;UM;um
HS_2271_03;ma_13_1_6_7_HS_2271_03_front.jpg;P235935;http://cdli.ucla.edu/P235935_front_char_6_7;https://heidicon.ub.uni-heidelberg.de/iiif/2/1120148:584505/616,538,42,92/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;front;[616, 658, 538, 630];-1;6;7;MA;ma
HS_2271_03;u4_12_1_8_1_HS_2271_03_front.jpg;P235935;http://cdli.ucla.edu/P235935_front_char_8_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1120148:584505/34,705,83,44/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;front;[34, 117, 705, 749];-1;8;1;UD_(BABBAR);u4
HS_2271_03;kam_8_1_8_2_HS_2271_03_front.jpg;P235935;http://cdli.ucla.edu/P235935_front_char_8_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1120148:584505/507,703,103,62/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;front;[507, 610, 703, 765];-1;8;2;?IBAD;kam
HS_2271_03;maszkim_1_1_4_5_HS_2271_03_front.jpg;P235935;http://cdli.ucla.edu/P235935_front_char_4_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1120148:584505/503,346,167,86/full/0/default.jpg;Ur III (ca. 2100-2000 BC);Sumerian;Administrative;front;[503, 670, 346, 432];-1;4;5;PA+KASZ4_(DU-SZeSZSZig)+;maszkim
HS_444_03;a_10_1_3_1_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_3_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/67,355,96,123/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[67, 163, 355, 478];-1;3;1;A;a
HS_444_03;a_11_1_7_1_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_7_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/99,846,100,113/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[99, 199, 846, 959];-1;7;1;A;a
HS_444_03;a_12_1_3_3_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_3_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/381,329,106,117/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[381, 487, 329, 446];-1;3;3;A;a
HS_444_03;zi_3_1_5_1_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_5_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/118,588,186,146/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[118, 304, 588, 734];-1;5;1;ZI;zi
HS_444_03;be_1_1_5_2_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_5_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/317,580,135,130/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[317, 452, 580, 710];-1;5;2;BAD;be
HS_444_03;zi_4_1_5_3_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_5_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/475,550,152,137/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[475, 627, 550, 687];-1;5;3;ZI;zi
HS_444_03;be_2_1_5_4_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_5_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/657,517,142,138/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[657, 799, 517, 655];-1;5;4;BAD;be
HS_444_03;be_3_1_6_4_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_6_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/732,639,148,134/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[732, 880, 639, 773];-1;6;4;BAD;be
HS_444_03;szur3_1_1_6_3_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_6_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/507,663,233,134/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[507, 740, 663, 797];-1;6;3;SZIR;szur3
HS_444_03;sza_3_1_7_2_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_7_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/229,819,195,140/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[229, 424, 819, 959];-1;7;2;SZA;sza
HS_444_03;su2_2_1_7_3_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_7_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/460,785,156,136/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[460, 616, 785, 921];-1;7;3;ZU;su2
HS_444_03;ka3_17_1_1_1_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_1_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/67,86,148,139/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[67, 215, 86, 225];-1;1;1;GA;ka3
HS_444_03;ru_2_1_1_2_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_1_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/209,80,132,133/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[209, 341, 80, 213];-1;1;2;RU;ru
HS_444_03;um_8_1_1_3_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_1_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/343,82,178,123/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[343, 521, 82, 205];-1;1;3;UM;um
HS_444_03;ka3_18_1_1_4_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_1_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/519,71,162,118/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[519, 681, 71, 189];-1;1;4;GA;ka3
HS_444_03;ni_15_1_1_5_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_1_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/675,63,154,112/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[675, 829, 63, 175];-1;1;5;NI;ni
HS_444_03;isz_1_1_1_6_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_1_6;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/829,49,134,104/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[829, 963, 49, 153];-1;1;6;ISZ;isz
HS_444_03;di2_3_1_2_1_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_2_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/83,225,108,130/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[83, 191, 225, 355];-1;2;1;?I_(DG);di2
HS_444_03;szur3_2_1_3_2_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_3_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/177,341,208,124/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[177, 385, 341, 465];-1;3;2;SZIR;szur3
HS_444_03;ma_14_1_3_4_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_3_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/489,302,170,120/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[489, 659, 302, 422];-1;3;4;MA;ma
HS_444_03;nam_1_1_2_2_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_2_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/219,209,221,144/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[219, 440, 209, 353];-1;2;2;NAM;nam
HS_444_03;i_4_1_2_3_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_2_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/436,193,140,126/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[436, 576, 193, 319];-1;2;3;I;i
HS_444_03;di2_4_1_2_4_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_2_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/572,181,121,117/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[572, 693, 181, 298];-1;2;4;?I_(DG);di2
HS_444_03;in_3_1_2_5_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_2_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/691,163,205,129/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[691, 896, 163, 292];-1;2;5;IN;in
HS_444_03;ma_15_1_2_6_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_2_6;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/894,150,89,104/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[894, 983, 150, 254];-1;2;6;MA;ma
HS_444_03;ru_3_1_3_5_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_3_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/659,282,144,116/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[659, 803, 282, 398];-1;3;5;RU;ru
HS_444_03;um_9_1_3_6_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_3_6;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/793,260,150,126/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[793, 943, 260, 386];-1;3;6;UM;um
HS_444_03;dumu_5_1_4_1_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_4_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/88,467,154,129/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[88, 242, 467, 596];-1;4;1;TUR_(DUMU);dumu
HS_444_03;e_3_1_4_2_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_4_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/242,459,125,127/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[242, 367, 459, 586];-1;4;2;E;e
HS_444_03;nam_2_1_4_3_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_4_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/379,416,260,158/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[379, 639, 416, 574];-1;4;3;NAM;nam
HS_444_03;a_13_1_4_4_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_4_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/637,402,91,132/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[637, 728, 402, 534];-1;4;4;A;a
HS_444_03;szur3_3_1_4_5_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_4_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/736,365,229,160/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[736, 965, 365, 525];-1;4;5;SZIR;szur3
HS_444_03;u2_3_1_7_4_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_7_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/645,771,164,117/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[645, 809, 771, 888];-1;7;4;U2;u2
HS_444_03;e_4_1_8_1_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_8_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/120,955,162,122/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[120, 282, 955, 1077];-1;8;1;E;e
HS_444_03;zi_5_1_8_2_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_8_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/317,935,164,119/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[317, 481, 935, 1054];-1;8;2;ZI;zi
HS_444_03;ib_1_1_8_3_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_8_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/503,894,201,130/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[503, 704, 894, 1024];-1;8;3;IB;ib
HS_444_03;ta_10_1_8_4_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_8_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/702,866,145,138/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[702, 847, 866, 1004];-1;8;4;TA;ta
HS_444_03;sza_4_1_8_5_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_8_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/852,821,137,168/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[852, 989, 821, 989];-1;8;5;SZA;sza
HS_444_03;dumu_6_1_6_1_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_6_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/110,716,136,121/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[110, 246, 716, 837];-1;6;1;TUR_(DUMU);dumu
HS_444_03;munus_2_1_6_2_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_6_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/242,694,253,127/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[242, 495, 694, 821];-1;6;2;MUNUS_(SAL);munus
HS_444_03;li_1_1_6_5_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_6_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/884,570,118,192/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[884, 1002, 570, 762];-1;6;5;LI;li
HS_444_03;ma_16_1_9_2_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_9_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/254,1050,160,81/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[254, 414, 1050, 1131];-1;9;2;MA;ma
HS_444_03;na_10_1_9_3_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_9_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/422,1044,227,91/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[422, 649, 1044, 1135];-1;9;3;NA;na
HS_444_03;ku3_7_1_9_4_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_9_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/653,1014,140,109/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[653, 793, 1014, 1123];-1;9;4;KUG_(K);ku3
HS_444_03;babbar_13_1_9_5_HS_444_03_front.jpg;P358115;http://cdli.ucla.edu/P358115_front_char_9_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123707:588025/797,996,115,107/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[797, 912, 996, 1103];-1;9;5;UD_(BABBAR);babbar
HS_367_03;5(disz)_8_1_9_3_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_9_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/337,812,90,81/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[337, 427, 812, 893];-1;9;3;IA2_(5);5(disz)
HS_367_03;a_14_1_5_1_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_5_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/43,400,65,110/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[43, 108, 400, 510];-1;5;1;A;a
HS_367_03;na_11_1_9_2_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_9_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/131,781,208,104/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[131, 339, 781, 885];-1;9;2;NA;na
HS_367_03;a_15_1_9_1_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_9_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/57,790,64,74/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[57, 121, 790, 864];-1;9;1;A;a
HS_367_03;dingir_29_1_7_4_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_7_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/676,573,200,107/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[676, 876, 573, 680];-1;7;4;AN;dingir
HS_367_03;a_16_1_3_4_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_3_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/595,209,81,106/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[595, 676, 209, 315];-1;3;4;A;a
HS_367_03;i_5_1_7_2_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_7_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/261,599,199,93/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[261, 460, 599, 692];-1;7;2;I;i
HS_367_03;tur4_1_1_7_3_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_7_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/454,594,216,98/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[454, 670, 594, 692];-1;7;3;GISZKREUZTGISZ;tur4
HS_367_03;sza_5_1_7_1_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_7_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/54,590,188,96/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[54, 242, 590, 686];-1;7;1;SZA;sza
HS_367_03;u3_2_1_8_1_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_8_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/51,686,239,106/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[51, 290, 686, 792];-1;8;1;U3_(IGI.DIB);u3
HS_367_03;kur_3_1_8_2_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_8_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/298,691,147,106/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[298, 445, 691, 797];-1;8;2;KUR;kur
HS_367_03;isz_2_1_6_1_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_6_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/50,505,159,87/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[50, 209, 505, 592];-1;6;1;ISZ;isz
HS_367_03;tu3_1_1_6_2_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_6_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/209,506,227,97/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[209, 436, 506, 603];-1;6;2;DU;tu3
HS_367_03;ha_2_1_6_3_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_6_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/450,502,133,96/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[450, 583, 502, 598];-1;6;3;?A_(KU6);ha
HS_367_03;szur3_4_1_5_2_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_5_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/110,400,257,109/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[110, 367, 400, 509];-1;5;2;SZIR;szur3
HS_367_03;gal_2_1_5_3_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_5_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/365,400,221,109/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[365, 586, 400, 509];-1;5;3;GAL;gal
HS_367_03;i_6_1_5_4_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_5_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/604,388,149,109/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[604, 753, 388, 497];-1;5;4;I;i
HS_367_03;szu_12_1_5_5_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_5_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/752,388,104,96/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[752, 856, 388, 484];-1;5;5;SZU;szu
HS_367_03;i_7_1_4_4_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_4_4;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/689,291,138,96/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[689, 827, 291, 387];-1;4;4;I;i
HS_367_03;en6_4_1_4_3_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_4_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/469,306,221,96/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[469, 690, 306, 402];-1;4;3;IN;en6
HS_367_03;su2_3_1_4_2_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_4_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/307,303,140,102/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[307, 447, 303, 405];-1;4;2;ZU;su2
HS_367_03;u3_3_1_4_1_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_4_1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/47,310,235,95/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[47, 282, 310, 405];-1;4;1;U3_(IGI.DIB);u3
HS_367_03;s_a_2_1_-1_-1_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_-1_-1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/324,117,88,95/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[324, 412, 117, 212];-1;-1;-1;ZA;s_a
HS_367_03;la_2_1_3_5_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_3_5;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/677,182,111,107/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[677, 788, 182, 289];-1;3;5;LA;la
HS_367_03;bi_6_1_3_6_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_3_6;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/778,167,130,123/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[778, 908, 167, 290];-1;3;6;BI;bi
HS_367_03;s_e2_6_1_-1_2_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_-1_2;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/219,213,183,97/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[219, 402, 213, 310];-1;-1;2;ZI;s_e2
HS_367_03;er_2_1_3_3_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_3_3;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/390,216,215,97/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[390, 605, 216, 313];-1;3;3;IR_(GAG-gun);er
HS_367_03;ru_4_1_-1_-1_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_-1_-1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/405,110,156,107/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[405, 561, 110, 217];-1;-1;-1;RU;ru
HS_367_03;pa2_28_1_-1_-1_HS_367_03_front.jpg;P358086;http://cdli.ucla.edu/P358086_front_char_-1_-1;https://heidicon.ub.uni-heidelberg.de/iiif/2/1123568:587899/555,108,124,105/full/0/default.jpg;Old Assyrian (ca. 1950-1850 BC);;;front;[555, 679, 108, 213];-1;-1;-1;BA;pa2
